detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
True,416.65,155.79,0.699072,0.463675,362.68,98.94,470.61,212.65,0.791,295,9.8432
True,400.92,139.4,0.67268,0.414879,344.02,82.01,457.81,196.78,0.8289,296,9.8765
True,391.71,142.59,0.657236,0.424368,336.0,84.84,447.42,200.33,0.6519,297,9.9099
True,386.2,159.53,0.647988,0.474778,326.52,88.74,445.88,230.31,0.3306,298,9.9433
True,388.05,214.19,0.651089,0.637459,332.99,156.14,443.11,272.23,0.3072,299,9.9766
False,,,,,,,,,0.0,300,10.01
False,,,,,,,,,0.0,301,10.0434
False,,,,,,,,,0.0,302,10.0767
False,,,,,,,,,0.0,303,10.1101
False,,,,,,,,,0.0,304,10.1435
False,,,,,,,,,0.0,305,10.1768
False,,,,,,,,,0.0,306,10.2102
False,,,,,,,,,0.0,307,10.2436
False,,,,,,,,,0.0,308,10.2769
False,,,,,,,,,0.0,309,10.3103
False,,,,,,,,,0.0,310,10.3437
False,,,,,,,,,0.0,311,10.377
False,,,,,,,,,0.0,312,10.4104
True,428.01,207.01,0.718137,0.616089,400.56,148.47,455.46,265.54,0.4922,313,10.4438
True,421.8,153.37,0.707719,0.456453,390.52,93.28,453.08,213.46,0.3107,314,10.4771
True,418.79,117.45,0.702675,0.349544,389.66,60.82,447.93,174.07,0.3178,315,10.5105
True,417.79,80.91,0.700987,0.240813,388.56,42.46,447.01,119.36,0.2894,316,10.5439
False,,,,,,,,,0.0,317,10.5772
False,,,,,,,,,0.0,318,10.6106
False,,,,,,,,,0.0,319,10.644
True,435.19,80.76,0.730185,0.240364,404.99,29.04,465.39,132.49,0.2759,320,10.6773
True,438.73,142.24,0.736127,0.423341,408.59,99.81,468.88,184.68,0.4621,321,10.7107
True,442.14,210.66,0.741851,0.626967,414.65,167.42,469.64,253.9,0.4499,322,10.7441
True,429.54,229.34,0.720707,0.682552,403.92,186.71,455.17,271.97,0.3009,323,10.7774
False,,,,,,,,,0.0,324,10.8108
True,9.64,243.58,0.016179,0.724931,0.0,217.61,19.29,269.55,0.3247,325,10.8442
False,,,,,,,,,0.0,326,10.8775
True,15.06,211.92,0.025276,0.630717,0.0,155.83,30.13,268.01,0.3012,327,10.9109
False,,,,,,,,,0.0,328,10.9443
False,,,,,,,,,0.0,329,10.9776
False,,,,,,,,,0.0,330,11.011
True,417.71,184.19,0.700851,0.548177,377.01,131.0,458.41,237.37,0.3047,331,11.0444
False,,,,,,,,,0.0,332,11.0777
True,378.27,169.78,0.634679,0.505294,319.95,85.27,436.59,254.29,0.3244,333,11.1111
False,,,,,,,,,0.0,334,11.1445
False,,,,,,,,,0.0,335,11.1778
False,,,,,,,,,0.0,336,11.2112
False,,,,,,,,,0.0,337,11.2446
False,,,,,,,,,0.0,338,11.2779
False,,,,,,,,,0.0,339,11.3113
False,,,,,,,,,0.0,340,11.3447
False,,,,,,,,,0.0,341,11.378
False,,,,,,,,,0.0,342,11.4114
False,,,,,,,,,0.0,343,11.4448
False,,,,,,,,,0.0,344,11.4781
False,,,,,,,,,0.0,345,11.5115
False,,,,,,,,,0.0,346,11.5449
False,,,,,,,,,0.0,347,11.5782
False,,,,,,,,,0.0,348,11.6116
