detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,1074.73,870.39,0.559755,0.805915,947.88,721.18,1201.59,1019.59,0.6047,152,5.0667,1074.0,721.0
True,1074.78,870.54,0.55978,0.806057,947.86,721.47,1201.7,1019.61,0.605,153,5.1,1074.0,721.0
False,,,,,,,,,0.0,154,5.1333,,
False,,,,,,,,,0.0,155,5.1667,,
False,,,,,,,,,0.0,156,5.2,,
False,,,,,,,,,0.0,157,5.2333,,
True,1066.16,901.89,0.555291,0.835081,972.37,813.67,1159.95,990.1,0.5097,158,5.2667,1066.0,813.0
True,1066.1,901.81,0.555261,0.835012,972.49,813.43,1159.71,990.2,0.5117,159,5.3,1066.0,813.0
True,1077.05,881.83,0.560962,0.816507,1002.61,819.14,1151.48,944.52,0.5953,160,5.3333,1077.0,819.0
True,1078.76,880.54,0.561855,0.815318,1003.62,821.19,1153.9,939.9,0.6154,161,5.3667,1078.0,821.0
True,1078.27,880.06,0.561599,0.814872,995.53,809.25,1161.01,950.88,0.5962,162,5.4,1078.0,809.0
True,1077.21,879.52,0.561049,0.814367,992.45,806.58,1161.98,952.46,0.6327,163,5.4333,1077.0,806.0
True,1073.14,874.43,0.558929,0.80966,978.25,793.73,1168.04,955.14,0.6359,164,5.4667,1073.0,793.0
True,1074.67,873.79,0.559722,0.809067,980.23,793.32,1169.1,954.27,0.6242,165,5.5,1074.0,793.0
True,1074.48,872.95,0.559625,0.808289,981.5,794.25,1167.46,951.66,0.6606,166,5.5333,1074.0,794.0
True,1074.07,869.85,0.559409,0.80542,980.63,791.21,1167.5,948.5,0.6602,167,5.5667,1074.0,791.0
True,1074.25,869.74,0.559506,0.805315,978.63,789.02,1169.87,950.47,0.6327,168,5.6,1074.0,789.0
True,1075.32,869.61,0.560063,0.805196,981.26,789.78,1169.38,949.44,0.6065,169,5.6333,1075.0,789.0
True,1074.95,870.52,0.559868,0.806039,979.55,790.0,1170.34,951.04,0.6165,170,5.6667,1074.0,790.0
True,1075.38,870.96,0.560093,0.806442,980.47,790.55,1170.29,951.37,0.6246,171,5.7,1075.0,790.0
