detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
True,1029.79,494.46,0.536347,0.457834,954.41,328.41,1105.16,660.51,0.7084,226,9.04
True,1030.05,494.0,0.536486,0.45741,954.27,328.24,1105.84,659.77,0.7055,227,9.08
True,1030.09,493.65,0.536506,0.457079,953.96,328.05,1106.23,659.24,0.7125,228,9.12
True,1029.01,491.8,0.535943,0.455367,954.12,328.29,1103.9,655.3,0.7051,229,9.16
True,1031.19,487.43,0.537079,0.451327,956.43,322.64,1105.96,652.23,0.7229,230,9.2
True,1031.56,487.77,0.537271,0.451642,956.49,323.9,1106.63,651.65,0.7455,231,9.24
True,1031.32,486.88,0.537147,0.450817,956.29,322.91,1106.35,650.86,0.766,232,9.28
True,1030.7,486.54,0.536823,0.4505,956.08,323.61,1105.33,649.47,0.7648,233,9.32
True,1031.03,485.69,0.536993,0.449709,956.24,323.55,1105.81,647.82,0.7714,234,9.36
True,1031.73,485.18,0.53736,0.449241,956.79,325.38,1106.68,644.98,0.7749,235,9.4
True,1030.87,483.78,0.536913,0.447941,956.36,324.29,1105.39,643.27,0.7748,236,9.44
True,1031.96,480.78,0.537477,0.445167,956.5,324.0,1107.41,637.57,0.7518,237,9.48
True,1032.85,478.31,0.537942,0.442884,956.2,323.85,1109.5,632.78,0.7303,238,9.52
True,1034.25,471.85,0.538674,0.436897,958.92,324.84,1109.59,618.86,0.6918,239,9.56
True,1034.6,470.51,0.538853,0.435653,958.58,323.45,1110.62,617.56,0.7036,240,9.6
True,1034.01,471.5,0.538549,0.436571,957.66,322.18,1110.36,620.81,0.7102,241,9.64
True,1034.19,472.09,0.53864,0.437121,957.21,321.64,1111.17,622.54,0.7181,242,9.68
True,1033.9,471.96,0.538489,0.436997,957.11,320.55,1110.68,623.37,0.711,243,9.72
True,1033.88,471.18,0.538478,0.436276,956.83,319.29,1110.93,623.07,0.701,244,9.76
True,1033.85,471.39,0.538462,0.43647,956.57,318.44,1111.12,624.34,0.69,245,9.8
True,1034.15,473.2,0.538622,0.438147,955.44,317.92,1112.87,628.48,0.7073,246,9.84
True,1034.7,472.77,0.538907,0.437747,954.95,315.86,1114.46,629.68,0.7006,247,9.88
True,1034.8,472.98,0.53896,0.437942,954.58,314.14,1115.03,631.81,0.6998,248,9.92
True,1034.52,474.37,0.538811,0.439233,954.23,314.04,1114.8,634.71,0.7091,249,9.96
True,1035.29,475.2,0.539212,0.439998,953.9,313.1,1116.67,637.29,0.7167,250,10.0
True,1034.6,475.67,0.538856,0.440431,953.57,313.67,1115.64,637.66,0.7072,251,10.04
True,1035.23,475.03,0.539183,0.43984,952.81,312.47,1117.65,637.59,0.7038,252,10.08
True,1034.51,474.92,0.538809,0.439744,952.58,312.81,1116.44,637.04,0.6974,253,10.12
True,1035.31,474.63,0.539226,0.43947,953.06,312.26,1117.57,636.99,0.7188,254,10.16
True,1034.98,473.69,0.539053,0.4386,953.19,311.65,1116.78,635.73,0.6986,255,10.2
True,1034.1,473.02,0.538593,0.437978,954.03,311.91,1114.17,634.13,0.7043,256,10.24
True,1034.43,473.53,0.538767,0.438456,954.18,312.54,1114.69,634.52,0.7028,257,10.28
True,1033.73,476.07,0.538403,0.440807,954.63,313.68,1112.83,638.46,0.722,258,10.32
True,1035.14,477.69,0.539134,0.44231,955.28,314.82,1115.0,640.57,0.6698,259,10.36
True,1036.05,478.18,0.539611,0.442758,955.12,314.5,1116.98,641.86,0.6564,260,10.4
True,1036.51,478.38,0.539848,0.442949,954.98,313.8,1118.03,642.97,0.6091,261,10.44
True,1039.02,478.95,0.541158,0.443474,954.82,314.72,1123.22,643.18,0.6172,262,10.48
True,1037.26,479.32,0.540238,0.443814,954.4,316.13,1120.11,642.5,0.647,263,10.52
True,1036.2,481.19,0.539687,0.445543,954.53,319.76,1117.87,642.61,0.6865,264,10.56
True,1036.54,482.43,0.539866,0.446697,955.32,321.68,1117.77,643.18,0.6923,265,10.6
True,1041.66,484.0,0.542529,0.448151,956.72,324.2,1126.59,643.81,0.6652,266,10.64
True,1045.02,484.26,0.544279,0.448393,957.71,325.58,1132.32,642.95,0.675,267,10.68
True,1044.89,482.37,0.544216,0.446643,957.62,323.03,1132.17,641.72,0.7123,268,10.72
True,1040.16,479.38,0.54175,0.443868,957.96,322.4,1122.36,636.36,0.7178,269,10.76
True,1037.84,482.03,0.54054,0.446325,957.22,322.28,1118.45,641.78,0.7356,270,10.8
True,1036.83,484.86,0.540013,0.44894,956.25,323.36,1117.4,646.35,0.7352,271,10.84
True,1034.62,484.85,0.538862,0.448931,956.24,322.91,1112.99,646.78,0.6667,272,10.88
True,1034.04,484.57,0.538563,0.448671,955.98,323.1,1112.11,646.03,0.6808,273,10.92
True,1033.45,484.0,0.538257,0.448144,955.98,322.75,1110.92,645.24,0.6785,274,10.96
True,1033.45,483.24,0.538257,0.44744,955.8,322.41,1111.1,644.06,0.6748,275,11.0
True,1031.8,483.42,0.537394,0.447608,954.65,328.18,1108.95,638.65,0.6681,276,11.04
True,1031.61,484.01,0.537299,0.448159,954.6,328.35,1108.62,639.67,0.675,277,11.08
True,1031.81,485.37,0.537399,0.449412,954.51,328.1,1109.1,642.63,0.6799,278,11.12
