detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,332.0,167.48,0.557054,0.498462,302.19,138.6,361.81,196.36,0.5388,158,5.2719,332.0,138.0
True,332.21,169.17,0.557406,0.50347,311.38,145.02,353.05,193.31,0.3399,159,5.3053,332.0,145.0
True,331.44,171.52,0.556104,0.510473,309.65,149.21,353.23,193.83,0.4821,160,5.3387,331.0,149.0
True,340.26,113.18,0.570902,0.336847,278.94,27.64,401.57,198.72,0.5872,161,5.372,340.0,27.0
True,331.58,171.31,0.556347,0.509842,309.91,148.96,353.25,193.66,0.4823,162,5.4054,331.0,148.0
True,335.38,163.27,0.562722,0.485935,305.07,131.8,365.69,194.75,0.4692,163,5.4388,335.0,131.0
True,335.65,162.7,0.563177,0.484229,305.94,130.47,365.36,194.93,0.3608,164,5.4721,335.0,130.0
True,331.56,154.95,0.556301,0.461157,298.72,115.54,364.39,194.36,0.5529,165,5.5055,331.0,115.0
True,337.61,158.88,0.566456,0.472847,299.27,119.61,375.94,198.15,0.4962,169,5.639,337.0,119.0
True,342.31,163.78,0.574338,0.487433,313.95,131.45,370.66,196.1,0.5488,170,5.6723,342.0,131.0
True,339.69,161.89,0.569955,0.481804,309.23,129.35,370.16,194.43,0.5467,171,5.7057,339.0,129.0
True,331.65,143.56,0.556462,0.427274,291.51,91.52,371.8,195.61,0.5407,172,5.7391,331.0,91.0
True,331.87,147.91,0.55683,0.440219,297.26,97.6,366.48,198.23,0.4777,175,5.8392,331.0,97.0
True,339.0,164.69,0.568788,0.490144,311.89,134.65,366.11,194.73,0.483,176,5.8725,339.0,134.0
True,332.06,166.91,0.557154,0.496757,301.44,137.34,362.68,196.48,0.5866,177,5.9059,332.0,137.0
True,336.64,151.26,0.564829,0.450187,302.02,102.55,371.25,199.98,0.6635,178,5.9393,336.0,102.0
True,459.7,121.56,0.771311,0.3618,397.35,49.87,522.05,193.26,0.3615,180,6.006,459.0,49.0
True,343.29,165.1,0.57599,0.491369,313.81,134.41,372.77,195.79,0.5284,182,6.0727,343.0,134.0
True,337.94,166.37,0.567017,0.495144,305.64,134.67,370.24,198.06,0.518,183,6.1061,337.0,134.0
True,414.93,157.14,0.6962,0.467679,371.86,109.86,458.01,204.42,0.5276,184,6.1395,414.0,109.0
True,345.26,134.8,0.579295,0.401203,301.5,73.04,389.02,196.57,0.536,185,6.1728,345.0,73.0
